NT,THT,THt,THQCr,CT,Ct,DT,Dt,QmT,TT,Tt,TCr,C,Si,P,S,RedRatio,dA,dB,dC,HJP,CE,dC^(1/6),Fatigue
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.51,0.013,0.011,622,0.05,0,0.058,13144.93735,0.815333333,0.387087664,700
845,845,30,8,30,0,30,0,30,500,60,24,0.53,1.31,0.007,0.003,1455,0.02,0.01,0.01,14524.15583,0.791666667,0.215443469,720
845,845,30,8,30,0,30,0,30,500,60,24,0.53,1.5,0.014,0.011,622,0.05,0,0.058,14524.15583,0.811666667,0.387087664,688
825,825,30,24,30,0,30,0,30,550,60,24,0.54,0.26,0.022,0.021,1270,0.08,0.01,0,15463.6572,0.692666667,0,534
825,825,30,24,30,0,30,0,30,550,60,24,0.54,0.2,0.013,0.019,825,0.1,0,0,15463.6572,0.668333333,0,495
825,825,30,24,30,0,30,0,30,550,60,24,0.54,0.27,0.017,0.02,610,0.08,0,0.04,15463.6572,0.695333333,0.341995189,541
825,825,30,24,30,0,30,0,30,600,60,24,0.54,0.26,0.022,0.021,1270,0.08,0.01,0,16445.91326,0.692666667,0,459
825,825,30,24,30,0,30,0,30,600,60,24,0.54,0.2,0.013,0.019,825,0.1,0,0,16445.91326,0.668333333,0,445
825,825,30,24,30,0,30,0,30,600,60,24,0.54,0.27,0.017,0.02,610,0.08,0,0.04,16445.91326,0.695333333,0.341995189,475
825,825,30,24,30,0,30,0,30,650,60,24,0.54,0.26,0.022,0.021,1270,0.08,0.01,0,17428.16932,0.692666667,0,418
825,825,30,24,30,0,30,0,30,650,60,24,0.54,0.2,0.013,0.019,825,0.1,0,0,17428.16932,0.668333333,0,411
825,825,30,24,30,0,30,0,30,650,60,24,0.54,0.27,0.017,0.02,610,0.08,0,0.04,17428.16932,0.695333333,0.341995189,415
845,845,30,8,30,0,30,0,30,500,60,24,0.54,1.5,0.013,0.007,925,0.03,0,0,14481.40113,0.805,0,806
825,825,30,24,30,0,30,0,30,550,60,24,0.55,0.23,0.018,0.012,1740,0.07,0,0,15418.0025,0.696,0,523
825,825,30,24,30,0,30,0,30,600,60,24,0.55,0.23,0.018,0.012,1740,0.07,0,0,16397.35856,0.696,0,468
825,825,30,24,30,0,30,0,30,650,60,24,0.55,0.23,0.018,0.012,1740,0.07,0,0,17376.71462,0.696,0,419
825,825,30,24,30,0,30,0,30,550,60,24,0.56,0.26,0.019,0.026,660,0.06,0,0,15372.3478,0.657666667,0,500
825,825,30,24,30,0,30,0,30,550,60,24,0.56,0.25,0.009,0.023,610,0.06,0,0.04,15372.3478,0.697333333,0.341995189,492
825,825,30,24,30,0,30,0,30,600,60,24,0.56,0.26,0.019,0.026,660,0.06,0,0,16348.80386,0.657666667,0,458
825,825,30,24,30,0,30,0,30,600,60,24,0.56,0.25,0.009,0.023,610,0.06,0,0.04,16348.80386,0.697333333,0.341995189,461
825,825,30,24,30,0,30,0,30,650,60,24,0.56,0.26,0.019,0.026,660,0.06,0,0,17325.25992,0.657666667,0,398
825,825,30,24,30,0,30,0,30,650,60,24,0.56,0.25,0.009,0.023,610,0.06,0,0.04,17325.25992,0.697333333,0.341995189,412
825,825,30,24,30,0,30,0,30,550,60,24,0.57,0.23,0.018,0.017,1740,0.08,0,0,15326.6931,0.719333333,0,522
825,825,30,24,30,0,30,0,30,550,60,24,0.57,0.3,0.024,0.022,1270,0.1,0.01,0,15326.6931,0.728666667,0,533
825,825,30,24,30,0,30,0,30,600,60,24,0.57,0.23,0.018,0.017,1740,0.08,0,0,16300.24916,0.719333333,0,464
825,825,30,24,30,0,30,0,30,600,60,24,0.57,0.3,0.024,0.022,1270,0.1,0.01,0,16300.24916,0.728666667,0,486
825,825,30,24,30,0,30,0,30,650,60,24,0.57,0.23,0.018,0.017,1740,0.08,0,0,17273.80522,0.719333333,0,428
825,825,30,24,30,0,30,0,30,650,60,24,0.57,0.3,0.024,0.022,1270,0.1,0.01,0,17273.80522,0.728666667,0,425
845,845,30,8,30,0,30,0,30,430,60,24,0.59,1.99,0.027,0.01,1228,0.04,0,0,12912.76915,0.774666667,0,698
845,845,30,8,30,0,30,0,30,500,60,24,0.59,1.99,0.027,0.01,1228,0.04,0,0,14267.62763,0.774666667,0,678
845,845,30,8,30,0,30,0,30,430,60,24,0.6,1.96,0.019,0.004,721,0.017,0,0.021,12874.07445,0.783,0.275892418,781
845,845,30,8,30,0,30,0,30,500,60,24,0.6,1.96,0.019,0.004,721,0.017,0,0.021,14224.87293,0.783,0.275892418,740
845,845,30,8,30,0,30,0,30,430,60,24,0.61,2.05,0.019,0.014,1455,0.07,0,0.01,12835.37975,0.804,0.215443469,906
845,845,30,8,30,0,30,0,30,500,60,24,0.61,2.05,0.019,0.014,1455,0.07,0,0.01,14182.11823,0.804,0.215443469,770
845,845,30,8,30,0,30,0,30,420,60,24,0.61,0.28,0.019,0.02,622,0.067,0,0.012,12642.98853,0.957666667,0.228942849,794
845,845,30,8,30,0,30,0,30,490,60,24,0.61,0.28,0.019,0.02,622,0.067,0,0.012,13989.72702,0.957666667,0.228942849,745
845,845,30,8,30,0,30,0,30,420,60,24,0.62,0.29,0.026,0.007,796,0.058,0,0.004,12604.87383,0.934,0.158740105,768
845,845,30,8,30,0,30,0,30,490,60,24,0.62,0.29,0.026,0.007,796,0.058,0,0.004,13947.55232,0.934,0.158740105,718
845,845,30,8,30,0,30,0,30,420,60,24,0.63,0.17,0.026,0.014,289,0.05,0,0,12566.75913,0.925666667,0,855
845,845,30,8,30,0,30,0,30,490,60,24,0.63,0.17,0.026,0.014,289,0.05,0,0,13905.37762,0.925666667,0,707
